metric_key,value,source_file,source_row_filter,notes
ciw5::book::345::train::corr,0.4488428644775757,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=345,split=train",
ciw5::book::345::train::error_gap_raw_vs_ma,0.34253508865906057,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=345,split=train",
ciw5::book::521::train::mae,0.5688800689519643,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=521,split=train",
ciw5::book::521::train::mae_ma5,0.2356882460872386,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=521,split=train",
ciw5::book::521::train::corr,0.4303217026252738,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=521,split=train",
ciw5::book::521::train::error_gap_raw_vs_ma,0.3331918228647257,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=521,split=train",
ciw5::book::1184::train::mae,0.5796537416693393,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1184,split=train",
ciw5::book::1184::train::mae_ma5,0.2335004307832148,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1184,split=train",
ciw5::book::1184::train::corr,0.3999791364014313,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1184,split=train",
ciw5::book::1184::train::error_gap_raw_vs_ma,0.34615331088612444,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1184,split=train",
ciw5::book::1257::train::mae,0.5683891408181619,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1257,split=train",
ciw5::book::1257::train::mae_ma5,0.2303726349394126,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1257,split=train",
ciw5::book::1257::train::corr,0.3929433110741437,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1257,split=train",
ciw5::book::1257::train::error_gap_raw_vs_ma,0.3380165058787493,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1257,split=train",
ciw5::book::1260::train::mae,0.5738848123182436,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1260,split=train",
ciw5::book::1260::train::mae_ma5,0.235944623321433,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1260,split=train",
ciw5::book::1260::train::corr,0.4383773297334359,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1260,split=train",
ciw5::book::1260::train::error_gap_raw_vs_ma,0.3379401889968106,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1260,split=train",
ciw5::book::1513::train::mae,0.6636497911487182,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1513,split=train",
ciw5::book::1513::train::mae_ma5,0.2889054782568235,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1513,split=train",
ciw5::book::1513::train::corr,0.3940172222832747,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1513,split=train",
ciw5::book::1513::train::error_gap_raw_vs_ma,0.37474431289189475,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1513,split=train",
ciw5::book::1661::train::mae,0.6312316844841024,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1661,split=train",
ciw5::book::1661::train::mae_ma5,0.2472392078926287,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1661,split=train",
ciw5::book::1661::train::corr,0.4068811507805698,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1661,split=train",
ciw5::book::1661::train::error_gap_raw_vs_ma,0.3839924765914737,/Users/kongfha/Desktop/Time_Series_Mining/story-trajectory-analysis/outputs/final_report/tables/ciw5_per_book_deepdive.csv,"book_id=1661,split=train",
