variant_code,variant_name,split,rmse,mae,mae_ma5,r2,corr,rank_trend_primary
NC-1,No-Context Chunk Teacher Labels,test,1.193406455648082,1.0409904950519853,0.4601437516674404,0.1364288108451159,0.3798104340860933,2
NC-1,No-Context Chunk Teacher Labels,train,1.2031723963562324,1.0638713442120806,0.4385374953598589,0.1733823074200159,0.4172721962917503,2
CIW-5,Context-Window Independent Labels,test,0.7491747553212563,0.6126898807235919,0.2700797709681404,0.0754962058964847,0.3060171113206217,1
CIW-5,Context-Window Independent Labels,train,0.7267016783125206,0.5928899926035565,0.244334372657005,0.1931357382618147,0.4395567739133157,1
SW-5,Shared-Window Labels,test,0.9894678890586036,0.7683564770726202,0.6205727879276233,0.1521354579023967,0.4114789944901655,3
SW-5,Shared-Window Labels,train,0.925105362910798,0.7242764551551674,0.5695069430998323,0.2823224535123342,0.5318945500169394,3
