figure,expected_entries,actual_entries,pass,labels
feature_pca_scatter_feature_clusters.png,5,5,True,Cluster 1 (n=5) | Cluster 2 (n=6) | Cluster 3 (n=6) | Cluster 4 (n=1) | Cluster 5 (n=2)
