book_id,title,processed_dir,T,mean_y,std_y,median_y,iqr_y,min_y,max_y,p10_y,p90_y,range_y,prop_label_0,prop_label_1,prop_label_2,prop_label_3,prop_label_4,entropy_labels,mean_abs_diff,std_diff,p95_abs_diff,jump_ge_2_rate,up_rate,down_rate,flat_rate,lag1_autocorr,sign_change_rate,corr_with_position,slope_position,mean_early,mean_mid,mean_late,mean_ma5,std_ma5,p95_ma5
11,Alice's Adventures in Wonderland,alice_s_adventures_wonderland,-0.8212466097612202,-0.4292706648520702,-1.6540055238692952,-0.4999999999999999,0.0,0.0,-3.0,0.9381895689152039,-1.1055415967851328,-3.0,-0.7744277707259852,1.6918305571542513,-0.4714002389953441,-0.6820890265016273,-1.071618351209848,-1.9396845247365446,-1.5310783402032981,-1.161402379935673,0.0,-0.7742881566510671,-1.838228540155761,-1.6664765829265211,1.8536405798628348,-1.6701602429851157,1.8755575020242687,-0.6871171493350523,-0.7027152080157293,-0.13561960519512367,-0.17556235296344036,-0.7738724107230276,-0.42893184782802624,-1.7839832311957362,-1.1201306142628509
16,Peter Pan,peter_pan,-0.6095033847246971,0.12607431086111887,0.7175593383898472,-0.4999999999999999,0.0,0.0,0.33333333333333365,0.9381895689152039,0.904534033733291,0.33333333333333365,-0.05769207451450169,0.1841458990538253,-0.8237029990402196,0.7242302042937672,-0.6435478133220752,0.4758782060886057,1.2591309958441803,1.3746765970592234,0.0,1.5516225733283953,0.7231025532765255,1.3359264979425705,-1.0464671661353109,-0.7444125708995138,0.3270414491029069,-0.09030577500223207,-0.028074379100349087,0.11460739290404341,-0.04906174107686584,0.28953109270357635,0.13219445376383968,0.5336956966757926,0.10405584941239822
35,The Time Machine,time_machine,-0.760894676055158,-1.0842001050332581,0.9887985003217152,-0.4999999999999999,0.0,0.0,0.33333333333333365,-1.1013529722048057,-1.1055415967851328,0.33333333333333365,1.685564731444243,0.47718287577406077,-1.5840323505617029,-0.5810909144020888,0.801024590076291,0.8506969742042416,0.8420739255252156,0.794404070497489,0.0,0.10282799261260882,0.7921005372623219,1.1508623437710817,-1.0005667213671599,0.7361338761512657,-1.6678854824342708,-0.24828617525022742,-0.16944888852864498,-0.7038727263680132,-1.1494835753279216,-0.8013546082601426,-1.08528807714575,1.212827783867369,0.10405584941239822
36,The War of the Worlds,war_worlds,-0.4785703760064605,0.6344214261665796,1.6895901846916435,-0.4999999999999999,0.0,0.0,0.33333333333333365,0.5302810606912107,0.904534033733291,0.33333333333333365,0.1339761605803611,-1.0361484954707298,-0.16440670122581705,1.1662841894730156,0.6113634797178729,1.6421844059864368,1.032100771896049,1.0981275968315554,0.0,1.569862109433926,0.5626026274511017,1.03809637256028,-0.8135833277287521,1.5512736512567373,-0.8691311501907651,-2.8374088929489085,-2.8399437493304385,1.4920324330045482,1.302332281682812,-1.1894032374842145,0.6342072057510848,1.933444331975196,1.3282423130876446
43,The Strange Case of Dr. Jekyll and Mr. Hyde,strange_case_dr_jekyll,-0.8304528369367212,0.48508998214464166,1.612450890300106,-0.4999999999999999,0.0,0.0,0.33333333333333365,-1.1013529722048057,0.904534033733291,0.33333333333333365,0.29629845402040644,-1.0237167758513948,-0.09550212727679264,0.9543145880317095,0.5097245769873361,1.607905007506439,2.071751244971116,1.9946915675715007,0.0,1.899630887627995,2.3885291676814084,1.3060512087882223,-2.0078109274527924,0.03326545708529458,-0.9514516549754406,-0.6077982167438214,-0.5073603248458052,0.2882088621247103,1.399970966254036,-0.69530565776398,0.48526740386975875,0.4199425384087622,0.10405584941239822
55,The Wonderful Wizard of Oz,wonderful_wizard_oz,-0.68724485865115,-0.3607538373427492,-0.12573706641678956,-0.4999999999999999,0.0,0.0,0.33333333333333365,0.9381895689152039,-1.1055415967851328,0.33333333333333365,0.09328437855004296,0.5744315667200073,-0.22579928910389685,-0.5822648715443793,0.45968207925957705,-0.09258690034879379,-0.7924673038848071,-0.941743663914217,0.0,-1.5143091956186316,-0.6031717914884279,-0.3175757517252569,0.5013216252192552,1.1789459341397137,0.02428844585468323,1.3633310192237647,1.2828768937928612,-1.4309966882249159,0.3052341998494041,-0.12179481461510495,-0.3654587005426175,0.00015085217298174325,-0.7528746751603306
84,"Frankenstein; Or, The Modern Prometheus",frankenstein_modern_prometheus,-0.3251332564147771,-0.43759300563074954,0.8647399136226779,-0.4999999999999999,0.0,0.0,0.33333333333333365,-1.1013529722048057,0.904534033733291,0.33333333333333365,0.9293113844360504,-0.16768314625642328,-0.46482745387480073,-0.20147356038281836,0.27431771918495157,0.928398742426481,0.7106876585186461,0.9788046947484786,0.0,0.6016741669560586,0.8597333204954581,0.08035615123692076,-0.5409356671017596,0.21795216842098045,-1.3897478131709073,0.47644866383245926,0.5502564028714847,-0.7948646879740433,-0.24035893454252555,-0.17432078925331576,-0.43827203058265246,0.443256923693096,0.10405584941239822
103,Around the World in Eighty Days,around_world_eighty_days,-0.4448142096962902,-0.6529990812090376,0.007429151463020095,-0.4999999999999999,0.0,0.0,0.33333333333333365,-1.1013529722048057,-1.1055415967851328,0.33333333333333365,0.7493793464112958,0.33543233821046026,-0.5080570971880971,-0.4558688192244108,-0.7525974281953844,0.07213080103579186,-0.491570699094167,-0.7060122975631345,0.0,-0.7221601036476747,-0.6824705777370816,0.24970755041664486,0.28320317893393404,1.2698025362675782,1.1170190474392503,0.8239680037163496,0.7928016543055373,-0.8730500886270685,-0.5851947058338812,-0.2428538355627441,-0.6504094963571186,1.0564596527841077,0.10405584941239822
113,The Secret Garden,secret_garden,-0.2678500651005486,-0.9310230789113753,-1.3479288945897057,-0.4999999999999999,0.0,0.0,-3.0,-1.1013529722048057,-1.1055415967851328,-3.0,0.49968030861299895,0.8048208851341782,0.03547076004733427,-1.2723402130925308,-1.071618351209848,-1.242677296540325,-0.861467632119769,-0.5666259867367733,0.0,-0.18965856275710946,-0.8254799607354417,-1.4050416648443547,1.1386517947977446,-2.0130700378103428,-0.04674869956140312,0.03534827642316647,-0.06034766652699354,-1.5370271664822903,-0.1374739922928479,-0.9476538903164613,-0.9322031584009896,-1.500990440673075,-1.1201306142628509
120,Treasure Island,treasure_island,-0.39059976077389535,1.3502786315478528,-0.4078717365416425,2.0,0.0,0.0,0.33333333333333365,0.9381895689152039,0.904534033733291,0.33333333333333365,-1.3426326953972727,-1.4153180061895057,1.9032310347312127,1.0493513220896673,-0.777280798881175,-0.3234499802263913,0.41731584946175937,0.15688475911458508,0.0,0.27060626511355645,0.1488295080838635,1.0898998434154052,-0.5954360351506108,-1.1165205283640984,0.6727803282525486,0.26388525594337,0.2231419340195499,0.9110822776595283,1.1772862470565073,1.2772115984771524,1.353240826914203,-0.8124537314128872,0.10405584941239822
